OrderDetail_ID;Order_ID;Product_ID;Quantity_Ordered;Unit_Price
15284;10110;360;1;54.08
15256;10091;363;3;16.98
15263;10094;369;5;19.49
15267;10098;379;1;15.19
15281;10109;386;1;68.44
15246;10085;399;4;86.12
15292;10116;6;3;16.82
15300;10120;20;4;91.71
15296;10117;23;3;59.39
15308;10125;24;4;59.18
15317;10133;44;5;12.94
15289;10113;48;5;6.53
15287;10112;81;3;85.04
15307;10125;82;5;47
15320;10136;83;5;20.79
15285;10111;91;3;38.79
15314;10130;100;1;226.84
15315;10131;103;1;29.55
15297;10118;116;2;32.71
15318;10134;136;4;72.64
15298;10118;164;3;50.04
15305;10125;164;1;50.04
15319;10135;165;2;38.95
15288;10112;169;5;12.16
15309;10126;183;1;13.35
15303;10123;193;5;11.45
15311;10128;194;1;51.11
15306;10125;197;2;5.16
15299;10119;202;1;53.8
15291;10115;232;1;78.39
15304;10124;235;1;20.65
15295;10116;245;4;30.8
15312;10129;245;2;30.8
15313;10129;277;5;24.34
15321;10137;309;1;70.32
15302;10122;313;5;56.52
15294;10116;331;3;43.03
15310;10127;354;1;29.98
15286;10111;364;2;57.59
15290;10114;378;1;86.21
15301;10121;385;3;55.7
15293;10116;393;4;34.73
15316;10132;399;1;86.12
15338;10148;10;1;227.4
15337;10148;12;4;11.5
15346;10155;14;1;174.71
15331;10147;34;1;214.26
15356;10161;37;3;12.72
15343;10153;74;2;16.49
15352;10158;91;3;38.79
15332;10147;114;3;9.35
15339;10149;114;4;9.35
15325;10141;122;1;238.19
15324;10140;128;1;22.6
15350;10156;143;4;10.66
15333;10147;156;2;60.49
15354;10160;160;2;19.72
15345;10154;166;1;20.3
15357;10162;170;1;38.81
15341;10151;185;2;80.51
15328;10144;203;1;25.06
15348;10155;207;3;61.69
15358;10163;219;5;36.62
15329;10145;234;4;41.12
15349;10155;236;2;35
15347;10155;238;3;35.35
15353;10159;258;1;86.25
15360;10164;270;2;30.14
15334;10147;273;1;158.21
15340;10150;285;1;133.95
15336;10148;291;4;66.99
15327;10143;298;2;6.88
15344;10153;298;4;6.88
15323;10139;326;1;23.49
15355;10160;345;2;52.38
15335;10148;349;5;6.24
15330;10146;362;1;69.35
15322;10138;366;3;34.74
15326;10142;367;1;25.64
15342;10152;371;3;27.9
15351;10157;375;2;32.68
15359;10164;390;3;5.51
15383;10177;28;2;69.3
15361;10165;48;4;6.53
15365;10167;54;3;93.26
15370;10169;73;1;173.08
15392;10185;74;4;16.49
15397;10190;84;1;170.21
15387;10180;88;4;133.01
15366;10168;93;1;33.1
15363;10167;101;2;21.25
15389;10182;101;1;21.25
15394;10187;126;3;9.82
15386;10179;142;1;18.45
15380;10176;151;1;231.83
15381;10177;152;3;89.52
15388;10181;154;1;43.5
15374;10173;158;1;182.1
15393;10186;161;1;25.99
15395;10188;161;4;25.99
15373;10172;167;1;85.06
15375;10174;172;2;21.42
15391;10184;194;1;51.11
15398;10191;194;1;51.11
15384;10177;195;3;13.88
15367;10168;196;2;174.33
15368;10168;202;1;53.8
15369;10169;205;1;171.28
15399;10192;223;1;94.67
15377;10174;226;5;77.97
15379;10175;245;1;30.8
15378;10175;270;3;30.14
15364;10167;284;1;71.89
15362;10166;304;2;32.05
15396;10189;339;1;227.15
15371;10170;351;5;15.22
15376;10174;370;1;91.88
15385;10178;370;1;91.88
15390;10183;375;1;32.68
15372;10171;396;1;16.62
15382;10177;397;5;7.49
15439;10213;6;4;16.82
15400;10193;9;3;8.89
15436;10211;16;1;33.32
15446;10219;38;3;65.25
15410;10199;42;1;225.86
15429;10209;53;2;8.47
15418;10203;62;1;41.38
15432;10210;82;3;47
15422;10205;83;4;20.79
15426;10208;87;1;56.97
15414;10200;109;2;21.15
15443;10217;134;3;35.88
15445;10219;144;2;84.26
15404;10196;145;1;235.55
15406;10198;153;3;25.36
15444;10218;167;1;85.06
15413;10200;175;1;22.53
15412;10200;177;3;43.95
15403;10195;193;4;11.45
15420;10204;193;3;11.45
15430;10209;197;2;5.16
15438;10212;197;2;5.16
15437;10212;204;3;32.3
15421;10205;219;3;36.62
15407;10198;225;1;15.59
15427;10209;226;1;77.97
15411;10200;232;1;78.39
15408;10198;234;2;41.12
15424;10206;244;1;113.93
15433;10210;261;5;16.41
15402;10194;265;1;164.8
15415;10200;292;2;78.84
15405;10197;295;5;10.82
15423;10205;317;4;38.39
15417;10202;323;4;246.46
15428;10209;333;2;56.32
15416;10201;336;1;27.85
15440;10214;336;1;27.85
15419;10203;345;2;52.38
15401;10193;354;3;29.98
15441;10215;357;5;51.24
15447;10219;357;4;51.24
15425;10207;366;1;34.74
15431;10210;367;3;25.64
15442;10216;371;5;27.9
15409;10198;385;1;55.7
15434;10210;390;5;5.51
15435;10210;390;5;5.51
15483;10247;12;3;11.5
15458;10230;49;1;60.3
15460;10232;51;3;107.8
15463;10235;60;1;51.73
15461;10233;66;2;86.82
15452;10224;67;1;30.93
15471;10240;68;1;96.08
15450;10222;79;3;10.64
15464;10235;87;4;56.97
15477;10242;89;3;12.75
15455;10227;90;1;19.62
15467;10236;91;4;38.79
15462;10234;101;1;21.25
15479;10243;104;5;13.48
15449;10221;115;1;16.23
15465;10236;119;1;11.29
15448;10220;121;5;7.31
15457;10229;151;1;231.83
15476;10241;160;5;19.72
15466;10236;162;4;13.95
15451;10223;198;1;35.98
15453;10225;201;5;9.04
15472;10241;254;2;25.68
15459;10231;259;2;30.15
15478;10243;270;2;30.14
15454;10226;284;1;71.89
15474;10241;284;4;71.89
15475;10241;287;4;101.21
15456;10228;298;3;6.88
15469;10238;309;2;70.32
15481;10245;315;5;11.86
15482;10246;332;4;7.94
15470;10239;342;1;89.35
15468;10237;362;2;69.35
15480;10244;377;1;20.79
15473;10241;390;5;5.51
15496;10258;12;5;11.5
15488;10250;15;2;76.66
15526;10272;16;1;33.32
15486;10250;46;4;58.14
15492;10254;49;1;60.3
15530;10274;65;1;62.07
15506;10264;76;2;29.14
15502;10261;90;1;19.62
15523;10270;94;4;23.08
15491;10253;97;1;63.15
15487;10250;103;2;29.55
15484;10248;114;5;9.35
15485;10249;124;1;39.61
15498;10258;126;2;9.82
15500;10259;135;2;124.16
15520;10270;144;1;84.26
15529;10274;147;2;63.46
15505;10264;154;5;43.5
15517;10269;164;2;50.04
15528;10274;166;5;20.3
15508;10265;178;5;36.78
15510;10265;195;5;13.88
15490;10252;197;5;5.16
15503;10262;198;1;35.98
15512;10266;199;5;14.58
15494;10256;207;1;61.69
15497;10258;228;1;98.15
15501;10260;240;1;33.7
15513;10266;256;5;60.09
15524;10270;259;4;30.15
15507;10265;280;3;37.96
15489;10251;286;5;6.33
15516;10269;295;3;10.82
15514;10267;309;1;70.32
15522;10270;311;4;28.11
15499;10258;321;2;72.68
15527;10273;327;1;114.44
15525;10271;331;1;43.03
15515;10268;333;4;56.32
15504;10263;337;3;46.92
15519;10270;346;3;33.42
15521;10270;347;2;56.65
15509;10265;348;3;17.02
15511;10266;366;4;34.74
15518;10270;371;1;27.9
15493;10255;392;1;187.19
15495;10257;394;1;242.5
15558;10293;1;2;21.53
15539;10280;4;3;33.63
15547;10287;8;4;19.29
15537;10280;33;1;78.72
15579;10299;59;1;188.43
15534;10278;65;1;62.07
15577;10298;76;2;29.14
15555;10290;89;5;12.75
15560;10294;93;1;33.1
15580;10300;110;1;213.68
15538;10280;111;3;70.46
15569;10297;116;5;32.71
15544;10285;117;2;41.59
15546;10287;128;2;22.6
15561;10294;128;3;22.6
15566;10296;128;2;22.6
15556;10291;138;5;29.8
15575;10298;147;1;63.46
15572;10297;166;4;20.3
15559;10294;173;3;11.42
15536;10280;187;1;76.66
15565;10296;188;2;225.22
15557;10292;201;5;9.04
15533;10277;207;4;61.69
15543;10284;207;1;61.69
15535;10279;215;1;18.96
15563;10295;243;1;22.38
15576;10298;243;2;22.38
15532;10276;249;4;57.6
15568;10297;249;2;57.6
15548;10287;252;4;195.91
15581;10301;289;3;36.56
15531;10275;300;4;22.41
15549;10288;300;1;22.41
15562;10295;320;4;31.21
15545;10286;323;4;246.46
15554;10289;330;1;151.53
15552;10288;337;2;46.92
15540;10281;338;3;35.99
15573;10297;352;1;43.97
15542;10283;354;1;29.98
15570;10297;358;4;6.07
15571;10297;358;4;6.07
15574;10297;362;3;69.35
15541;10282;367;1;25.64
15551;10288;367;3;25.64
15564;10295;367;4;25.64
15578;10298;369;5;19.49
15553;10288;373;2;73.66
15567;10296;373;1;73.66
15550;10288;391;2;19.47
15601;10316;3;1;81.37
15602;10317;4;3;33.63
15594;10310;27;5;12.77
15597;10312;29;1;157.95
15625;10329;48;4;6.53
15584;10302;69;2;90.17
15590;10307;82;3;47
15612;10324;88;3;133.01
15598;10313;101;2;21.25
15586;10304;114;4;9.35
15622;10328;118;4;36.16
15610;10323;128;2;22.6
15582;10302;132;3;16.87
15589;10307;139;1;70.61
15611;10323;155;5;75.85
15608;10322;160;1;19.72
15616;10327;175;1;22.53
15618;10327;184;3;33.04
15623;10329;189;2;77.89
15613;10324;191;1;43.09
15600;10315;225;1;15.59
15595;10311;245;4;30.8
15620;10328;249;2;57.6
15605;10320;262;5;7.31
15603;10318;265;1;164.8
15596;10311;268;5;8.62
15624;10329;275;3;16.04
15606;10321;276;2;93.18
15609;10323;277;2;24.34
15587;10305;294;1;157.46
15599;10314;302;1;95.71
15585;10303;319;1;200.51
15583;10302;334;1;88.91
15591;10307;335;5;25.2
15604;10319;357;1;51.24
15621;10328;357;5;51.24
15619;10327;362;2;69.35
15593;10309;365;1;192.26
15615;10326;366;3;34.74
15617;10327;371;2;27.9
15592;10308;374;1;70.41
15588;10306;376;1;130.04
15607;10322;388;1;13.83
15614;10325;396;1;16.62
15626;10329;397;5;7.49
15667;10349;3;1;81.37
15652;10344;13;1;156.09
15638;10336;28;2;69.3
15671;10353;33;3;78.72
15648;10342;36;1;21.31
15655;10347;48;5;6.53
15653;10345;71;1;16.23
15662;10349;76;3;29.14
15640;10336;89;2;12.75
15643;10339;92;4;7.44
15639;10336;94;2;23.08
15656;10347;106;1;200.96
15664;10349;109;1;21.15
15654;10346;119;1;11.29
15635;10334;132;2;16.87
15669;10351;132;4;16.87
15676;10356;138;1;29.8
15661;10348;141;1;43.9
15663;10349;143;4;10.66
15647;10341;146;1;94.63
15628;10331;154;2;43.5
15642;10338;158;1;182.1
15641;10337;166;4;20.3
15630;10331;171;4;38.35
15659;10347;182;1;43.7
15634;10333;211;3;14.93
15665;10349;226;1;77.97
15672;10353;248;4;50.65
15631;10331;256;2;60.09
15636;10335;258;1;86.25
15673;10354;273;1;158.21
15637;10336;277;4;24.34
15660;10347;286;5;6.33
15666;10349;293;2;49.67
15627;10330;305;4;33.73
15632;10332;305;4;33.73
15650;10343;305;1;33.73
15675;10355;320;1;31.21
15629;10331;326;5;23.49
15657;10347;335;2;25.2
15674;10355;342;1;89.35
15644;10339;343;4;17.97
15646;10340;345;3;52.38
15649;10343;351;2;15.22
15633;10333;357;2;51.24
15670;10352;357;1;51.24
15668;10350;385;1;55.7
15658;10347;386;1;68.44
15651;10343;388;2;13.83
15645;10340;390;4;5.51
15718;10382;1;2;21.53
15703;10374;2;1;143.74
15697;10370;12;4;11.5
15699;10370;20;3;91.71
15684;10361;22;2;88.54
15701;10372;30;1;45.99
15708;10377;38;1;65.25
15700;10371;48;5;6.53
15694;10367;55;2;13.77
15690;10364;67;3;30.93
15710;10378;90;1;19.62
15678;10358;118;1;36.16
15720;10383;127;1;149.65
15693;10367;132;1;16.87
15719;10382;133;4;64.22
15698;10370;147;3;63.46
15692;10366;153;1;25.36
15713;10381;158;4;182.1
15722;10384;162;1;13.95
15721;10384;168;2;35.79
15680;10359;195;1;13.88
15709;10377;197;5;5.16
15681;10360;198;2;35.98
15712;10380;203;1;25.06
15716;10382;203;3;25.06
15717;10382;204;2;32.3
15705;10376;211;4;14.93
15706;10376;212;3;97.17
15688;10363;217;1;186.65
15695;10368;225;1;15.59
15682;10360;236;3;35
15702;10373;253;2;105.26
15677;10357;255;4;16.03
15704;10375;263;1;50.13
15685;10361;268;4;8.62
15683;10360;277;1;24.34
15707;10377;293;1;49.67
15696;10369;302;1;95.71
15714;10382;311;1;28.11
15715;10382;346;3;33.42
15689;10364;352;2;43.97
15686;10362;357;2;51.24
15687;10363;364;1;57.59
15711;10379;371;3;27.9
15691;10365;374;1;70.41
15679;10359;380;3;18.18
15749;10406;9;5;8.89
15750;10407;13;1;156.09
15747;10404;23;2;59.39
15753;10410;27;5;12.77
15746;10403;35;4;32.77
15728;10389;55;1;13.77
15740;10397;69;5;90.17
15741;10398;69;1;90.17
15754;10411;82;1;47
15725;10387;94;4;23.08
15730;10390;102;1;98.09
15726;10387;137;5;73.16
15743;10400;166;1;20.3
15751;10408;173;2;11.42
15738;10396;178;2;36.78
15733;10393;190;5;14.72
15739;10397;203;1;25.06
15735;10393;208;4;86.43
15731;10391;231;2;20.79
15724;10386;233;3;7.29
15727;10388;258;1;86.25
15734;10393;262;4;7.31
15723;10385;263;5;50.13
15729;10390;274;1;238.56
15736;10394;286;5;6.33
15748;10405;299;1;36.5
15737;10395;301;1;217.26
15742;10399;326;1;23.49
15732;10392;333;1;56.32
15744;10401;368;1;16.17
15752;10409;375;4;32.68
15745;10402;382;5;11.62
15755;10412;14;4;174.71
15793;10438;85;3;22.82
15757;10414;115;1;16.23
15777;10429;124;2;39.61
15784;10432;135;1;124.16
15762;10419;137;4;73.16
15787;10434;142;5;18.45
15779;10429;154;1;43.5
15768;10422;155;1;75.85
15756;10413;168;1;35.79
15759;10416;174;1;36.74
15770;10423;181;1;21.47
15776;10428;190;5;14.72
15785;10433;193;5;11.45
15781;10430;202;5;53.8
15786;10434;209;2;15.56
15771;10424;217;3;186.65
15774;10427;235;3;20.65
15767;10421;245;3;30.8
15765;10421;254;2;25.68
15783;10431;259;3;30.15
15763;10419;264;1;34.53
15788;10434;289;1;36.56
15778;10429;311;4;28.11
15769;10423;315;3;11.86
15780;10429;324;2;33.04
15764;10420;345;1;52.38
15782;10431;349;3;6.24
15766;10421;353;1;88.9
15775;10427;360;4;54.08
15760;10417;366;2;34.74
15761;10418;366;1;34.74
15758;10415;372;2;36.04
15789;10435;373;1;73.66
15790;10436;380;1;18.18
15791;10436;380;1;18.18
15772;10425;382;5;11.62
15792;10437;399;1;86.12
15773;10426;400;1;107.97
15794;10439;5;1;90.54
15819;10455;44;4;12.94
15818;10454;56;1;93.85
15809;10449;62;3;41.38
15830;10465;89;2;12.75
15817;10453;92;5;7.44
15805;10446;93;4;33.1
15831;10466;100;1;226.84
15821;10457;121;3;7.31
15795;10440;133;1;64.22
15826;10462;145;5;235.55
15811;10449;152;2;89.52
15825;10461;166;5;20.3
15824;10460;167;3;85.06
15828;10464;187;3;76.66
15813;10451;191;1;43.09
15829;10464;204;1;32.3
15801;10444;206;1;73.1
15798;10442;208;2;86.43
15803;10445;211;3;14.93
15806;10447;215;1;18.96
15820;10456;226;1;77.97
15800;10443;246;1;181.09
15810;10449;255;4;16.03
15796;10441;260;4;52.69
15822;10458;265;2;164.8
15799;10442;304;2;32.05
15804;10446;312;3;91.25
15802;10445;324;4;33.04
15823;10459;333;1;56.32
15808;10449;335;3;25.2
15815;10452;344;5;11.68
15812;10450;345;1;52.38
15814;10452;358;4;6.07
15816;10452;367;4;25.64
15827;10463;375;2;32.68
15797;10442;379;2;15.19
15807;10448;386;1;68.44
15870;10491;6;2;16.82
15840;10470;33;5;78.72
15866;10488;51;2;107.8
15855;10481;58;2;169.34
15832;10467;61;2;52.82
15845;10474;68;1;96.08
15836;10468;78;5;46.37
15834;10467;82;2;47
15852;10479;84;1;170.21
15861;10484;85;4;22.82
15869;10490;92;4;7.44
15864;10487;97;3;63.15
15847;10476;114;3;9.35
15854;10481;115;2;16.23
15848;10476;120;2;83.57
15844;10473;130;5;11.81
15853;10480;142;5;18.45
15872;10492;146;3;94.63
15841;10471;150;1;218.26
15846;10475;171;1;38.35
15837;10468;173;5;11.42
15842;10472;181;1;21.47
15838;10468;183;5;13.35
15871;10492;183;3;13.35
15859;10482;186;5;19.7
15843;10473;188;2;225.22
15856;10482;199;4;14.58
15873;10493;201;3;9.04
15851;10478;215;5;18.96
15833;10467;226;1;77.97
15858;10482;244;1;113.93
15863;10486;282;3;85.74
15860;10483;286;5;6.33
15867;10489;289;4;36.56
15865;10488;291;5;66.99
15850;10477;311;4;28.11
15874;10493;334;5;88.91
15868;10490;349;5;6.24
15862;10485;359;1;179.7
15839;10469;363;1;16.98
15857;10482;363;5;16.98
15835;10467;398;2;57.79
15849;10477;398;2;57.79
15900;10510;2;1;143.74
15883;10498;26;3;32.23
15886;10498;28;1;69.3
15908;10515;44;5;12.94
15881;10497;48;3;6.53
15889;10501;82;1;47
15893;10505;96;1;33.17
15895;10506;96;1;33.17
15878;10494;102;2;98.09
15906;10515;111;1;70.46
15917;10518;113;1;76.9
15902;10512;116;1;32.71
15913;10516;130;2;11.81
15887;10499;156;1;60.49
15894;10505;165;3;38.95
15920;10521;174;1;36.74
15880;10496;177;5;43.95
15888;10500;192;1;53.31
15892;10504;193;5;11.45
15914;10517;197;4;5.16
15898;10509;208;1;86.43
15919;10520;209;1;15.56
15882;10498;236;2;35
15896;10507;246;2;181.09
15876;10494;253;3;105.26
15891;10503;258;1;86.25
15875;10494;262;5;7.31
15879;10495;268;5;8.62
15918;10519;268;5;8.62
15905;10514;275;3;16.04
15904;10514;285;1;133.95
15897;10508;296;1;129.41
15907;10515;315;5;11.86
15912;10516;318;1;37.9
15911;10515;337;3;46.92
15915;10518;348;1;17.02
15884;10498;352;2;43.97
15901;10511;354;3;29.98
15909;10515;368;5;16.17
15899;10510;369;1;19.49
15910;10515;384;1;68.55
15916;10518;386;3;68.44
15885;10498;387;2;83.95
15877;10494;391;4;19.47
15890;10502;393;1;34.73
15903;10513;397;3;7.49
15956;10544;9;5;8.89
15950;10539;16;3;33.32
15960;10546;18;1;168.09
15958;10544;22;1;88.54
15934;10527;24;3;59.18
15959;10545;27;5;12.77
15927;10526;36;5;21.31
15921;10522;39;1;54.86
15949;10538;48;5;6.53
15923;10524;67;3;30.93
15928;10526;67;3;30.93
15929;10526;92;5;7.44
15940;10531;105;1;236.9
15941;10532;115;2;16.23
15964;10548;139;3;70.61
15948;10538;153;1;25.36
15955;10543;171;1;38.35
15925;10525;177;2;43.95
15945;10535;179;1;86.06
15947;10537;192;1;53.31
15922;10523;198;5;35.98
15924;10524;210;5;30.58
15938;10529;214;1;184.27
15952;10541;215;4;18.96
15943;10533;228;1;98.15
15942;10532;230;3;74.58
15946;10536;243;1;22.38
15930;10526;245;3;30.8
15951;10540;251;1;241.03
15962;10548;261;3;16.41
15939;10530;262;5;7.31
15957;10544;268;4;8.62
15961;10547;270;1;30.14
15963;10548;293;5;49.67
15932;10526;295;4;10.82
15954;10542;298;5;6.88
15935;10528;302;2;95.71
15926;10525;304;5;32.05
15937;10528;314;2;81.11
15953;10541;334;2;88.91
15944;10534;347;1;56.65
15931;10526;351;1;15.22
15933;10527;358;4;6.07
15936;10528;387;2;83.95
16001;10573;17;2;24.97
15983;10565;43;1;187.09
15972;10555;71;1;16.23
15993;10571;74;1;16.49
15997;10572;74;4;16.49
15970;10554;85;1;22.82
15968;10552;87;1;56.97
15996;10571;92;5;7.44
15966;10550;94;2;23.08
15975;10558;110;1;213.68
15977;10559;110;1;213.68
15999;10573;160;1;19.72
16002;10574;167;1;85.06
15980;10562;189;1;77.89
15987;10568;191;5;43.09
15985;10566;195;2;13.88
16004;10575;200;1;182.31
15991;10571;204;2;32.3
15986;10567;212;1;97.17
15994;10571;225;1;15.59
15969;10553;226;1;77.97
15998;10573;243;5;22.38
15989;10570;249;1;57.6
15974;10557;259;1;30.15
15979;10561;268;5;8.62
15988;10569;276;5;93.18
15984;10566;280;4;37.96
15978;10560;282;1;85.74
16003;10575;283;1;31.74
15982;10564;284;1;71.89
15995;10571;294;1;157.46
15992;10571;311;1;28.11
15965;10549;321;1;72.68
15990;10571;326;1;23.49
15971;10554;328;3;21.44
15973;10556;337;2;46.92
15967;10551;343;1;17.97
16000;10573;344;2;11.68
15981;10563;356;1;91.26
15976;10559;375;5;32.68
16008;10579;24;4;59.18
16025;10594;43;1;187.09
16014;10585;61;1;52.82
16027;10596;61;1;52.82
16017;10588;70;1;50.37
16007;10578;73;1;173.08
16022;10591;112;1;98.78
16034;10602;113;2;76.9
16005;10576;119;4;11.29
16028;10597;125;1;85.31
16010;10581;128;2;22.6
16031;10600;150;1;218.26
16023;10592;153;1;25.36
16019;10589;157;2;176.62
16011;10582;211;2;14.93
16029;10598;215;1;18.96
16020;10589;219;3;36.62
16026;10595;234;2;41.12
16015;10586;246;1;181.09
16033;10602;290;2;80.34
16035;10603;292;1;78.84
16030;10599;299;1;36.5
16006;10577;307;1;99.38
16024;10593;335;3;25.2
16016;10587;352;1;43.97
16012;10583;359;1;179.7
16018;10589;369;3;19.49
16013;10584;382;5;11.62
16009;10580;384;1;68.55
16021;10590;386;1;68.44
16032;10601;398;1;57.79
16051;10614;4;3;33.63
16056;10618;27;4;12.77
16070;10628;36;1;21.31
16066;10624;39;1;54.86
16049;10612;64;3;206.29
16068;10626;70;1;50.37
16050;10613;77;1;102.91
16060;10619;84;1;170.21
16069;10627;93;2;33.1
16048;10611;99;3;59.74
16072;10629;118;1;36.16
16047;10611;130;2;11.81
16063;10622;130;5;11.81
16046;10610;141;1;43.9
16073;10630;141;1;43.9
16062;10621;156;1;60.49
16071;10629;174;1;36.74
16055;10618;183;1;13.35
16041;10607;198;3;35.98
16067;10625;207;1;61.69
16059;10618;209;2;15.56
16039;10605;230;1;74.58
16042;10607;230;2;74.58
16064;10623;234;3;41.12
16061;10620;254;1;25.68
16040;10606;270;1;30.14
16036;10604;276;2;93.18
16044;10608;279;3;214.12
16054;10617;285;1;133.95
16065;10623;308;2;212.73
16058;10618;320;4;31.21
16052;10615;332;5;7.94
16037;10604;337;5;46.92
16043;10607;354;4;29.98
16038;10604;360;4;54.08
16045;10609;377;1;20.79
16053;10616;399;5;86.12
16057;10618;399;2;86.12
16112;10655;16;1;33.32
16095;10645;21;2;198.28
16079;10636;23;1;59.39
16102;10649;39;4;54.86
16084;10637;46;3;58.14
16104;10650;65;5;62.07
16092;10642;85;1;22.82
16074;10631;90;1;19.62
16105;10650;92;5;7.44
16076;10633;113;1;76.9
16098;10646;114;4;9.35
16097;10645;115;1;16.23
16077;10634;126;5;9.82
16091;10641;127;1;149.65
16088;10638;138;1;29.8
16087;10638;144;2;84.26
16082;10637;162;5;13.95
16083;10637;166;3;20.3
16103;10650;166;4;20.3
16086;10638;174;4;36.74
16096;10645;174;4;36.74
16078;10635;175;3;22.53
16109;10652;197;5;5.16
16089;10639;204;1;32.3
16085;10638;209;2;15.56
16107;10651;227;4;25.24
16080;10637;254;3;25.68
16101;10649;254;4;25.68
16111;10654;255;1;16.03
16110;10653;298;5;6.88
16100;10648;304;1;32.05
16075;10632;305;1;33.73
